Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-10258,,spotify,0.344608433,It's too expensive!!!, $45.16 
TRX-17091,03/01/2026,netflix,0.9,Stop charging me., $27.73 
TRX-43660,,gym membership,0.0085,It's too expensive!!!, $67.45 
TRX-61588,,spotify,0.0085,, $79.42 
TRX-69881,03/01/2026,internet provider,,It's too expensive!!!, $122.68 
TRX-4328,02/11/2026,gym membership,0.9,Spaces at the beginning, $83.45 
TRX-93112,03/01/2026,spotify,0.0085,Spaces at the beginning, $9.99 
TRX-86289,03/01/2026,electricity bill,0.035178564,Spaces at the beginning, $48.77 
TRX-27439,,netflix,0.758945695,Stop charging me., $3.50 
TRX-73840,,spotify,0.9,It's too expensive!!!, $6.76 
TRX-88464,01/05/2026,netflix,0.9,It's too expensive!!!, $3.85 
TRX-88257,11/05/2025,electricity bill,0.322084963,Stop charging me., $6.17 
TRX-78726,03/01/2026,netflix,0.23337919,Stop charging me., $79.80 
TRX-6936,,internet provider,0.0085,It's too expensive!!!, $17.71 
TRX-43121,,gym membership,0.480812998,It's too expensive!!!, $46.46 
TRX-40351,03/01/2026,electricity bill,0.026023205,Stop charging me., $12.90 
TRX-3398,03/01/2026,netflix,0.0085,Stop charging me., $16.59 
TRX-4295,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-43608,08/01/2025,cloud storage,0.866231034,It's too expensive!!!, $43.01 
TRX-21219,,electricity bill,0.0085,It's too expensive!!!, $38.51 
TRX-29655,,spotify,0.0085,It's too expensive!!!, $65.58 
TRX-4786,,electricity bill,,Stop charging me., $11.48 
TRX-25849,,gym membership,,Spaces at the beginning, $46.46 
TRX-97557,,gym membership,0.9,Stop charging me., $49.14 
TRX-4086,,cloud storage,0.9,, $124.12 
TRX-78168,03/01/2026,internet provider,0.9,Negotiation needed ASAP, $46.38 
TRX-17665,,gym membership,0.0085,It's too expensive!!!, $12.43 
TRX-42985,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-4959,,electricity bill,,Spaces at the beginning, $13.22 
TRX-4481,,gym membership,0.677241715,Negotiation needed ASAP, $6.65 
TRX-32080,,spotify,,Stop charging me., $92.46 
TRX-3511,,electricity bill,,Spaces at the beginning, $39.38 
TRX-11965,,spotify,,It's too expensive!!!, $132.08 
TRX-27116,03/01/2026,gym membership,0.0085,Stop charging me., $117.37 
TRX-96356,,internet provider,,Negotiation needed ASAP, $8.17 
TRX-47603,,spotify,0.0085,Stop charging me., $13.12 
TRX-2617,,internet provider,0.713429969,Stop charging me., $8.66 
TRX-80167,03/01/2026,cloud storage,0.659475253,Spaces at the beginning, $103.27 
TRX-83222,,internet provider,,Negotiation needed ASAP, $48.91 
TRX-53946,,gym membership,,It's too expensive!!!, $25.08 
TRX-41990,,cloud storage,0.9,, $82.85 
TRX-37935,05/05/2025,spotify,0.0085,Stop charging me., $111.46 
TRX-43920,,electricity bill,0.9,Negotiation needed ASAP, $66.10 
TRX-38422,,spotify,,It's too expensive!!!, $45.16 
TRX-56122,03/01/2026,netflix,0.0085,Stop charging me., $27.02 
TRX-84482,,cloud storage,0.604779979,Negotiation needed ASAP, $8.37 
TRX-54414,07/02/2025,cloud storage,0.0085,Stop charging me., $13.22 
TRX-65167,,spotify,0.9,Negotiation needed ASAP, $25.15 
TRX-94834,03/01/2026,spotify,0.0085,Spaces at the beginning, $23.09 
TRX-6687,,spotify,0.9,It's too expensive!!!, $45.16 
TRX-15264,03/01/2026,internet provider,0.9,It's too expensive!!!, $59.69 
TRX-56150,,gym membership,0.9,It's too expensive!!!, $41.27 
TRX-78632,,cloud storage,0.267451028,Stop charging me., $5.13 
TRX-67028,,cloud storage,0.993926811,It's too expensive!!!, $43.01 
TRX-15622,,gym membership,0.792036271,Stop charging me., $11.44 
TRX-59191,02/12/2026,electricity bill,,Negotiation needed ASAP, $132.69 
TRX-96741,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-46192,03/01/2026,electricity bill,0.0085,, $13.83 
TRX-83757,03/01/2026,spotify,,It's too expensive!!!, $26.10 
TRX-80074,,cloud storage,0.9,Stop charging me., $7.38 
TRX-34296,03/01/2026,gym membership,0.9,Stop charging me., $46.46 
TRX-40156,03/01/2026,cloud storage,0.908902032,Stop charging me., $117.74 
TRX-25438,,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-6469,,spotify,,, $51.96 
TRX-96147,,spotify,,Stop charging me., $3.82 
TRX-62237,,gym membership,0.9,Spaces at the beginning, $41.50 
TRX-38077,,cloud storage,0.9,, $10.06 
TRX-16640,03/01/2026,internet provider,,Stop charging me., $122.00 
TRX-67719,,netflix,,Spaces at the beginning, $8.93 
TRX-41454,,cloud storage,,Stop charging me., $3.96 
TRX-32180,03/01/2026,gym membership,,Spaces at the beginning, $46.46 
TRX-22903,,gym membership,0.9,It's too expensive!!!, $10.19 
TRX-34568,,electricity bill,,It's too expensive!!!, $38.51 
TRX-80765,,internet provider,0.9,, $115.69 
TRX-83848,,electricity bill,,Spaces at the beginning, $38.51 
TRX-30939,,netflix,0.281631287,Negotiation needed ASAP, $10.54 
TRX-36605,09/06/2025,internet provider,,Spaces at the beginning, $46.38 
TRX-82808,,electricity bill,0.0085,It's too expensive!!!, $8.06 
TRX-21863,,netflix,,Stop charging me., $35.99 
TRX-15655,05/11/2025,internet provider,0.0085,Stop charging me., $11.20 
TRX-72697,08/05/2025,electricity bill,,Stop charging me., $38.51 
TRX-85929,06/06/2025,gym membership,0.9,It's too expensive!!!, $13.13 
TRX-11696,,spotify,0.0085,Negotiation needed ASAP, $138.69 
TRX-35254,,netflix,,, $9.11 
TRX-20414,11/01/2025,electricity bill,0.0085,Stop charging me., $126.37 
TRX-46647,11/08/2025,electricity bill,,Stop charging me., $79.68 
TRX-64606,05/01/2025,cloud storage,,Negotiation needed ASAP, $56.60 
TRX-40475,,internet provider,0.0085,It's too expensive!!!, $3.70 
TRX-34190,,internet provider,,Stop charging me., $126.61 
TRX-45001,09/04/2025,electricity bill,0.730978477,It's too expensive!!!, $96.25 
TRX-10481,,internet provider,0.992311111,Stop charging me., $46.38 
TRX-85420,03/01/2026,gym membership,0.0085,It's too expensive!!!, $120.23 
TRX-83904,,spotify,0.0085,It's too expensive!!!, $45.16 
TRX-68434,,netflix,0.9,Spaces at the beginning, $8.98 
TRX-46609,,gym membership,0.603326813,Stop charging me., $46.46 
TRX-48004,,cloud storage,0.0085,, $9.65 
TRX-67386,,cloud storage,,It's too expensive!!!, $98.72 
TRX-94617,,gym membership,0.9,Spaces at the beginning, $46.46 
TRX-41693,,electricity bill,0.2962758,Stop charging me., $101.78 
TRX-57974,,gym membership,0.0085,, $66.60 
TRX-58405,,netflix,0.0085,It's too expensive!!!, $41.54 
TRX-87249,,gym membership,0.214225448,Stop charging me., $10.73 
TRX-72358,01/06/2026,cloud storage,,Stop charging me., $43.01 
TRX-54589,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-82572,08/07/2025,spotify,,Negotiation needed ASAP, $45.16 
TRX-82706,,cloud storage,0.0085,Negotiation needed ASAP, $60.34 
TRX-39711,,gym membership,,Stop charging me., $14.59 
TRX-91818,,spotify,0.9,Stop charging me., $11.26 
TRX-13491,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $12.06 
TRX-57860,03/01/2026,cloud storage,0.071159989,, $7.80 
TRX-9740,02/12/2026,spotify,0.9,It's too expensive!!!, $45.16 
TRX-36729,,netflix,0.9,, $53.10 
TRX-52163,,spotify,,It's too expensive!!!, $4.46 
TRX-81538,,gym membership,0.9,It's too expensive!!!, $6.69 
TRX-59803,03/01/2026,spotify,,Stop charging me., $45.16 
TRX-98729,,electricity bill,0.0085,Spaces at the beginning, $38.51 
TRX-51282,,cloud storage,0.9,Negotiation needed ASAP, $7.15 
TRX-64914,,electricity bill,0.895203154,Negotiation needed ASAP, $9.44 
TRX-1829,,cloud storage,0.9,Stop charging me., $145.25 
TRX-60061,03/01/2026,netflix,0.495667404,Spaces at the beginning, $44.83 
TRX-98986,,spotify,,It's too expensive!!!, $149.25 
TRX-23005,03/07/2026,cloud storage,,Negotiation needed ASAP, $112.73 
TRX-16424,,spotify,0.0085,It's too expensive!!!, $12.02 
TRX-65166,03/09/2026,internet provider,0.0085,Spaces at the beginning, $34.96 
TRX-79911,03/08/2026,netflix,0.9,Negotiation needed ASAP, $141.60 
TRX-26334,03/01/2026,gym membership,0.0085,Negotiation needed ASAP, $9.99 
TRX-12642,11/03/2025,gym membership,0.9,Negotiation needed ASAP, $27.99 
TRX-28118,,spotify,0.580402184,Negotiation needed ASAP, $7.97 
TRX-15976,,electricity bill,0.9,Negotiation needed ASAP, $31.52 
TRX-8362,03/01/2026,electricity bill,,, $13.88 
TRX-39735,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $52.73 
TRX-49172,,electricity bill,,It's too expensive!!!, $6.27 
TRX-49815,03/07/2026,internet provider,0.9,, $127.35 
TRX-94804,,gym membership,0.0085,, $46.46 
TRX-29438,,gym membership,0.0085,Stop charging me., $46.46 
TRX-17140,03/01/2026,internet provider,0.9,Stop charging me., $12.53 
TRX-92421,03/01/2026,gym membership,0.0085,, $40.01 
TRX-92509,03/01/2026,electricity bill,0.113224059,, $38.51 
TRX-95514,03/01/2026,netflix,,It's too expensive!!!, $4.68 
TRX-10997,03/05/2026,netflix,0.9,Negotiation needed ASAP, $113.52 
TRX-18540,,electricity bill,0.9,, $133.92 
TRX-13306,,electricity bill,0.875900243,It's too expensive!!!, $65.30 
TRX-70058,03/01/2026,netflix,0.9,Spaces at the beginning, $123.12 
TRX-13835,,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-52041,02/01/2026,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-95237,,internet provider,0.9,Spaces at the beginning, $46.38 
TRX-53475,,spotify,0.9,Spaces at the beginning, $7.07 
TRX-88551,07/04/2025,electricity bill,,, $137.27 
TRX-86436,,electricity bill,0.9,, $137.91 
TRX-24711,03/01/2026,netflix,0.09107383,Spaces at the beginning, $5.89 
TRX-21970,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $25.13 
TRX-90914,,electricity bill,0.9,It's too expensive!!!, $6.72 
TRX-55530,,cloud storage,,Stop charging me., $4.19 
TRX-30022,,netflix,,It's too expensive!!!, $80.15 
TRX-19187,,internet provider,0.0085,Stop charging me., $46.38 
TRX-39833,03/01/2026,spotify,0.9,It's too expensive!!!, $3.97 
TRX-48715,01/01/2026,cloud storage,0.0085,Stop charging me., $127.13 
TRX-79647,,electricity bill,,Spaces at the beginning, $39.99 
TRX-88942,,spotify,,Negotiation needed ASAP, $11.98 
TRX-3310,03/01/2026,spotify,,Spaces at the beginning, $11.97 
TRX-7637,,spotify,0.9,, $7.76 
TRX-57061,,electricity bill,0.643627217,Spaces at the beginning, $52.42 
TRX-42167,,netflix,0.569339906,Stop charging me., $48.87 
TRX-33295,12/06/2025,gym membership,0.9,It's too expensive!!!, $7.12 
TRX-72030,03/01/2026,spotify,,, $135.67 
TRX-51472,,electricity bill,0.9,Spaces at the beginning, $37.62 
TRX-13373,,netflix,0.9,Spaces at the beginning, $44.83 
TRX-20949,09/08/2025,netflix,0.0085,Negotiation needed ASAP, $11.94 
TRX-52209,,netflix,0.9,Stop charging me., $7.38 
TRX-62216,03/01/2026,spotify,0.9,, $45.16 
TRX-47441,03/01/2026,netflix,0.9,, $100.64 
TRX-88202,,internet provider,0.65868319,Stop charging me., $41.15 
TRX-42201,,cloud storage,0.9,, $4.67 
TRX-81199,,netflix,0.0085,, $44.83 
TRX-71968,08/10/2025,cloud storage,,Stop charging me., $3.73 
TRX-31114,,spotify,0.0085,Stop charging me., $45.16 
TRX-86467,03/01/2026,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-34283,,netflix,0.0085,, $3.49 
TRX-63212,,electricity bill,,It's too expensive!!!, $100.04 
TRX-63533,03/01/2026,cloud storage,0.0085,Spaces at the beginning, $6.29 
TRX-46397,03/06/2026,internet provider,0.0085,Negotiation needed ASAP, $92.94 
TRX-49526,,electricity bill,,Spaces at the beginning, $38.51 
TRX-56895,,gym membership,0.9,It's too expensive!!!, $33.85 
TRX-86296,03/01/2026,spotify,,Spaces at the beginning, $45.16 
TRX-99653,,internet provider,0.058392178,Stop charging me., $46.38 
TRX-83656,03/01/2026,gym membership,,Stop charging me., $7.78 
TRX-11669,,spotify,0.0085,Stop charging me., $45.16 
TRX-46790,03/01/2026,cloud storage,,It's too expensive!!!, $148.05 
TRX-40622,08/07/2025,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-11354,03/01/2026,gym membership,0.0085,, $77.33 
TRX-63148,03/01/2026,electricity bill,,Stop charging me., $38.51 
TRX-55034,08/03/2025,gym membership,0.453055846,Spaces at the beginning, $3.47 
TRX-18440,,cloud storage,0.0085,Stop charging me., $36.35 
TRX-44735,,electricity bill,,Stop charging me., $7.72 
TRX-74060,03/01/2026,netflix,0.9,Stop charging me., $123.78 
TRX-6147,,cloud storage,,Stop charging me., $23.42 
TRX-5057,03/01/2026,electricity bill,,, $38.51 
TRX-81330,,spotify,,Stop charging me., $126.16 
TRX-54843,,cloud storage,0.9,Negotiation needed ASAP, $4.16 
TRX-98491,,netflix,,It's too expensive!!!, $44.83 
TRX-38391,,netflix,0.9,Negotiation needed ASAP, $101.58 
TRX-60730,,gym membership,,Negotiation needed ASAP, $64.57 
TRX-3924,03/01/2026,netflix,0.9,It's too expensive!!!, $14.46 
TRX-91388,,spotify,0.9,It's too expensive!!!, $9.61 
TRX-56794,,spotify,,It's too expensive!!!, $47.08 
TRX-13808,03/01/2026,spotify,0.0085,It's too expensive!!!, $45.16 
TRX-52079,11/08/2025,internet provider,0.0085,Spaces at the beginning, $8.83 
TRX-58318,,cloud storage,0.9,Spaces at the beginning, $97.94 
TRX-44407,,gym membership,,Spaces at the beginning, $46.46 
TRX-58365,,netflix,0.9,Spaces at the beginning, $8.25 
TRX-29535,,electricity bill,0.501625909,Negotiation needed ASAP, $3.82 
TRX-77062,,gym membership,,Spaces at the beginning, $67.36 
TRX-9147,03/01/2026,spotify,0.0085,Spaces at the beginning, $144.64 
TRX-33498,04/07/2026,cloud storage,,, $42.41 
TRX-72943,03/01/2026,cloud storage,0.9,Spaces at the beginning, $7.31 
TRX-89052,,electricity bill,0.30346215,Negotiation needed ASAP, $4.61 
TRX-84012,,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-64918,03/01/2026,electricity bill,0.9,, $148.54 
TRX-44153,,gym membership,0.9,It's too expensive!!!, $46.46 
TRX-65641,03/01/2026,internet provider,0.0085,Spaces at the beginning, $91.44 
TRX-46694,,cloud storage,0.9,, $11.44 
TRX-45369,,netflix,,Stop charging me., $3.42 
TRX-82632,,electricity bill,0.9,, $38.51 
TRX-83250,,gym membership,0.0085,, $46.46 
TRX-90514,,electricity bill,0.0085,Negotiation needed ASAP, $9.87 
TRX-88403,,cloud storage,,, $100.63 
TRX-10317,04/09/2025,spotify,0.9,, $88.23 
TRX-94294,,electricity bill,0.0085,Spaces at the beginning, $31.34 
TRX-91545,,electricity bill,,, $7.21 
TRX-36404,,internet provider,0.0085,Stop charging me., $127.02 
TRX-40510,03/01/2026,cloud storage,0.9,It's too expensive!!!, $43.01 
TRX-11742,03/01/2026,cloud storage,0.9,Spaces at the beginning, $88.72 
TRX-34810,,cloud storage,0.0085,, $36.72 
TRX-50981,,gym membership,0.0085,Stop charging me., $7.16 
TRX-78253,12/01/2025,gym membership,0.9,, $93.61 
TRX-84608,,netflix,,Negotiation needed ASAP, $40.51 
TRX-99881,,gym membership,0.078861198,It's too expensive!!!, $35.23 
TRX-49513,,spotify,0.0085,Spaces at the beginning, $92.65 
TRX-24681,,gym membership,,It's too expensive!!!, $113.31 
TRX-72774,,cloud storage,,Negotiation needed ASAP, $18.88 
TRX-27289,04/07/2026,gym membership,,Stop charging me., $8.76 
TRX-68310,03/01/2026,netflix,,It's too expensive!!!, $78.09 
TRX-34144,,netflix,0.9,Stop charging me., $50.67 
TRX-17169,,netflix,0.0085,It's too expensive!!!, $62.24 
TRX-43517,05/07/2025,gym membership,0.9,Spaces at the beginning, $145.68 
TRX-21429,,electricity bill,0.0085,, $125.57 
TRX-97297,,netflix,0.9,, $65.72 
TRX-67445,,spotify,,Stop charging me., $45.16 
TRX-20002,,electricity bill,,Negotiation needed ASAP, $4.08 
TRX-47856,,cloud storage,,It's too expensive!!!, $42.07 
TRX-72496,,internet provider,,Stop charging me., $147.62 
TRX-61133,,spotify,0.0085,It's too expensive!!!, $45.16 
TRX-26267,03/01/2026,electricity bill,0.618296411,, $53.37 
TRX-54138,,electricity bill,0.619060522,Negotiation needed ASAP, $83.23 
TRX-41967,03/01/2026,netflix,0.9,Spaces at the beginning, $12.93 
TRX-48147,,spotify,0.0085,Stop charging me., $21.92 
TRX-53739,03/01/2026,cloud storage,0.9,, $5.12 
TRX-44811,03/01/2026,gym membership,0.0085,It's too expensive!!!, $20.01 
TRX-16307,,electricity bill,,Negotiation needed ASAP, $52.04 
TRX-80055,,cloud storage,0.9,Negotiation needed ASAP, $43.01 
TRX-70023,,electricity bill,0.9,Spaces at the beginning, $122.97 
TRX-52927,,cloud storage,0.9,Spaces at the beginning, $43.01 
TRX-58814,,spotify,0.9,It's too expensive!!!, $45.16 
TRX-6502,,spotify,,It's too expensive!!!, $145.53 
TRX-36810,,netflix,0.0085,Negotiation needed ASAP, $67.17 
TRX-21162,,electricity bill,0.9,Stop charging me., $38.51 
TRX-7624,,cloud storage,,, $6.79 
TRX-37919,,netflix,0.0085,, $142.73 
TRX-31161,,gym membership,0.9,Spaces at the beginning, $69.63 
TRX-93741,,internet provider,0.698566434,Stop charging me., $95.35 
TRX-80538,,cloud storage,0.0085,Stop charging me., $18.24 
TRX-93405,,gym membership,,It's too expensive!!!, $46.46 
TRX-84332,,netflix,,Negotiation needed ASAP, $50.23 
TRX-70352,,internet provider,0.9,Negotiation needed ASAP, $57.29 
TRX-84056,,internet provider,,Stop charging me., $24.51 
TRX-71476,,spotify,0.574083832,, $45.16 
TRX-5963,,netflix,0.0085,Stop charging me., $12.28 
TRX-25634,,spotify,0.660527903,It's too expensive!!!, $79.80 
TRX-50191,,internet provider,,It's too expensive!!!, $53.88 
TRX-28726,,netflix,0.0085,, $3.43 
TRX-61631,,cloud storage,0.0085,Spaces at the beginning, $47.12 
TRX-99255,06/01/2025,cloud storage,0.028042756,It's too expensive!!!, $22.21 
TRX-63094,02/09/2026,cloud storage,0.9,Spaces at the beginning, $11.20 
TRX-60405,,internet provider,0.0085,, $19.64 
TRX-93989,,spotify,0.495260791,Stop charging me., $120.74 
TRX-13075,,spotify,0.66390708,Spaces at the beginning, $66.36 
TRX-71870,03/01/2026,gym membership,0.0085,Stop charging me., $86.87 
TRX-86414,03/01/2026,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-15258,,cloud storage,0.0085,Stop charging me., $43.01 
TRX-20533,,gym membership,0.9,Stop charging me., $13.86 
TRX-11772,,gym membership,0.9,Stop charging me., $79.67 
TRX-56909,,netflix,0.9,, $5.67 
TRX-62826,,electricity bill,,Stop charging me., $38.51 
TRX-17003,,netflix,0.53472756,Spaces at the beginning, $96.02 
TRX-69942,03/02/2026,spotify,0.9,Spaces at the beginning, $45.16 
TRX-59172,,electricity bill,,Spaces at the beginning, $6.76 
TRX-84795,,gym membership,0.404657752,Spaces at the beginning, $6.92 
TRX-50784,,cloud storage,0.0085,Stop charging me., $43.01 
TRX-30255,,spotify,0.468540421,It's too expensive!!!, $101.67 
TRX-52442,,netflix,0.954741297,Spaces at the beginning, $44.83 
TRX-69203,,electricity bill,0.0085,Spaces at the beginning, $38.51 
TRX-79760,,spotify,,Negotiation needed ASAP, $125.09 
TRX-47591,,netflix,0.292887819,Spaces at the beginning, $44.83 
TRX-42358,,internet provider,0.0085,, $72.35 
TRX-38164,,gym membership,0.653918432,Stop charging me., $46.46 
TRX-67168,,cloud storage,0.90439082,, $5.72 
TRX-32253,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-40343,,spotify,0.126097707,Spaces at the beginning, $45.16 
TRX-12522,,cloud storage,,Negotiation needed ASAP, $13.26 
TRX-14542,,electricity bill,0.646865762,, $38.51 
TRX-45027,,cloud storage,0.9,Stop charging me., $7.79 
TRX-55030,,spotify,,Stop charging me., $42.59 
TRX-71229,,gym membership,,, $10.81 
TRX-95649,,electricity bill,,Stop charging me., $9.43 
TRX-16426,,gym membership,,Spaces at the beginning, $68.48 
TRX-64089,,electricity bill,,It's too expensive!!!, $12.76 
